period_year,items,item_count
1694,丁卯|丁思孔|丁酉|七月|三十三年|三十四年|三旗|三月|丙寅|丙申|丹達|主事|乙丑|乙未|九卿|九月|二月|五月|京|佛倫|侍讀|侍郎|保舉|傅德為|元旦|內閣|八旗|八月|公|六月|兵部|兼禮部|冀寧道|刑部|十一月|十二月|十月|南苑|博和齊昂|厄魯特|參領|口北龍潭口|台吉|右侍郎|司僉事|司官|吏部|吳赫為|哈納|喇克巴|喇木扎|噶爾丹|四川|四月|圖爾額爾克濟|土默特|地丁|堂子|塞外|壬辰|外藩|多羅貝勒|大學士|天津|太和|太廟|奏銷|妃|妻孔氏|婦戴氏|孔子|學士|學士王|學士陶|學政|官額爾赫|宣化|實錄|將董|將軍|將軍博霽調|將軍郭丕以|尚書|尚書索諾|尹方|尼哈番|屈盡美|山東|山西|岳宏譽|巡撫|工科|工部|工部侍郎|左侍郎|己亥|己巳|巴林|布彥|布政使|常書|庚午|庚子|庫勒納|康熙|廣東|廣西|建昌|引見|張長|彭鵬|徐治|思南|戊戌|戊辰|成龍|戶口|戶部|承郡王|拉塔|按察使|提督|提調|揚古|摺|故漢軍都統|旗員|星安|星安等|昭陵|時憲歷|暢春園|朔|朝鮮國王|朱大任|朱穆|李光地|李氏|李賢村|杜徵新|杜氏|杭州|林麟|柳命天|桑額|正月|武之亨|歸化|歸化城|毛城|毛明安|永陵|江南|江西|浙江|涼州|湖廣|滿洲|漕糧|漕運|漢人|熊賜|爵|王|理藩|理藩院|甲午|甲戌|癸亥|癸巳|盛京|監督|盧氏|直隸|知府|知縣|碩額|福建|福陵|科爾沁|秦喀爾|穆祿|糧例|給事|綠旗兵|縣衛|總兵|總督|總督王|義暉|翁牛特|翰林|考成|耶庫勒納|至西沽|蒙古|蔡家營|藩王|襲職|西安|諸王|貝勒貝子|貴妃|貴州|辛丑|通州|達巴漢|遷安縣|郎中|部落|郭世隆|郭爾羅斯扎魯特|都察院|都御史|鑲紅旗|關氏|阿山|阿蘭泰|陜|雅布|雲南|霸州|韓世琦|順天|騎郎員|騎郎護衛,226
1695,丁巳|七月|三十五年|三十四年|三旗|三月|世職|丙申|主事|主事員|乙亥|九卿|九月|二月|五品|五月|任原|侍衛|侍讀|侍郎|侯|保舉|僉書|元旦|內閣|八旗|八月|公|六品|六月|兵部|兼禮部|刑部|刑部侍郎|十一月|十二月|十月|厄魯特|參將|參領|右侍郎|吏部|吳丹|吳興祚|哈密|員外|喀爾喀貝勒|嘉峪關|噶世圖|噶爾丹|嚴泰|四品|四川|四月|四格|固山|國子監|土默特|城守尉|堂子|墨爾根|壬戌|壬辰|外藩|外郎|大學士|大將|大計|太和|太廟|奉國將|妻杜氏|孫思克|學士|守備|安北|官阿爾必|宣化|實錄|寧夏|將軍伯費揚|將軍副|尚書|山東|山西|岳爾濟|岳爾濟山|嵩祝|巡撫|巡撫噶爾圖|工部|左侍郎|己丑|己未|巴林|布政使|平陽|平陽府|庚寅|庚申|康熙|建昌|引見|張素儀|恩克|意而納|戊子|成龍|戶口|戶部|扎布|扎魯特|按察使|掌印|提督|敖拉|教官|教習|昭陵|時憲歷|暢春園|朔|朔日|朝鮮國王|木扎爾陀音|朱穆秦|朱都|李廷燮|李林隆|李氏|李迥|杜爾伯特|杭州|林隆|枯倫貝爾|根敦|楊奉|楊鳳起|正月|武昌|歸化城|毛明安|永陵|江南|沙哈禮|河南|洪洞|浙江|渾子蘭鼐|湖南|湖廣|滿洲|滿漢兵|漕|漕運|烏喇|烏喇墨爾|特祜|特祜歸|王|王騭|甘州|甘肅|甲午|甲子|癸亥|癸巳|盛京|監造|直隸|祭酒|福建|福陵|科爾沁喀爾|筆帖式|納學士|索岳爾濟|統方額|統齊蘭布|總兵|總督|總督王|翰林|聖壽節|胡土克圖|良棟|蒙古|薩布素|藩王|衛千總|衛將|西安|諸佐領|諸王|護軍統領|貝勒貝子|貝子|赫氏|車卜登|軍博霽|軍希福|辛卯|辛未|辛酉|遊擊|郎中|郭爾羅斯|都司|都察院|都御史|鎮標|阿爾必|阿蘭泰|駐防|黑龍江|龍門,216
1696,丁亥|丁巳|七月|三十五年|三旗|三月|丙子|丙戌|丙辰|丹巴|之察罕托羅海|乙卯|乙酉|九月|二十七日|二十二日|二十四日|二月|五旗|五月|京|京城|伊桑阿|伯費揚|侍衛|侍衛興永朝|侍讀|侍郎|元旦|光祿|克魯倫|內務府|內府|兩黃旗|八旗|八月|公|公福善|六月|兵部|初八|十一月|十二月|十月|南口|博木巴圖|博碩克|卿|厄魯|厄魯特|厄魯特布|參領|古北口|台吉|吐魯番|吳達禪|哈卜|喀喇沁|喀爾喀扎|喀爾喀扎薩克|噶爾丹|噶爾圖|四年|四月|回子|固山|圖汗|圖爾|圖爾額爾克濟|土伯特國|土謝|土默特|堂子|堪布|塞外|墨爾根|壬午|外藩|外郎|外郎雅|多爾濟|多羅貝勒|多羅貝勒松|大學士|大將|大理寺|太和|太廟|夸蘭大|妻黎氏|孔子|孝陵|學士|學士常書|宗喀巴|官白斌|宣化|宿衛|察罕托|實錄|少卿|尚書|尚書班迪|尼哈番|居庸|工部|左翼|巴林|巴王|巴陵|巴顏|布達里|常寺卿|庚申|康熙|廉羅道|廣東肇高|張家口|御營|必爾漢|戈尼爾羅卜贓|戊午|戊子|成龍|戶口|戶部|扎卜|拖陵布|指揮|按察使|掌院|提督|揚古|敵噶爾丹|文英護|旗漢|明珠|昭陵|時憲歷|暢春園|會盟|朔|木扎爾陀音|本旗|李世|李天馥|杭氏|杭艾令|桑諾爾布|榆林|正月|歸化|每佐領|永陵|江南|江西|沙河|泗州|洪亮|滿|滿兵|滿洲|滿洲佐領|滿洲噶思哈妻|滿漢大學士|潘育龍|烏闌布通|爵|王|王沙津|王貝勒公|班禪|理藩|理藩院|甲寅|甲申|癸丑|癸未|白三旗|白斌|白旗|石文桂|福陵|科爾沁|科爾沁喀爾|第巴|筆帖式|納喇特|納木扎爾陀音|統嘎爾單|統杜思噶爾石|統祖良|綠旗|綠旗兵|總兵|總督|總管|翁牛特|翰林院|胡土克圖|至噶爾丹|色冷|范承勳|葉爾欽|蒙古|薊州|藍旗|藍翎|藩王|藩院|蘇勒圖|行大有|襲職|覺羅氏|諸王|貝勒|貝勒貝子|貝子|軍統領|輪班|辛亥|通州|達爾襲|達賴|達賴汗|達里|達里岡|達里崗|邊汛|邳州|郝尚圖|郡王|都御史|鄂克濟|阿山|阿敏妻|阿毓璽|阿海|阿蘭泰|雅阿爾薩|雲南|霍尚|青海|額爾奇|魯蘇|鮮國王|齊爾圖,247
1697,丁丑|丁未|七月|三十七年|三旗|三月|三月初|上將|且察罕諾爾|丙午|丙子|中華|丹巴|丹津|主事|主事薩哈連|九卿|九日|九月|二十九日|二十五日|二十八日|二十日|二月|五月|京|今噶爾丹|以察哈爾|伯費揚|佐領|侍衛|侍郎|保住|倭倫|僧額|允祉|允祺|元旦|內閣|八旗|八月|公福善|六月|兵部|兼禮部|刑部|初二|十一月|十二月|十六年|十四日|十月|南陽|卿|厄魯特|厄魯特則|古北口|台吉|右侍郎|司僉事|司務|吉士|吏部|吐魯番|周至|哈喇|哈密|哈察罕|哈納|哈納貝子|哈郎古|喀喇沁|喀爾喀扎|喇木扎|噶爾丹|四厄魯特七旗|四月|回子|固山|圖爾|圖爾額爾克濟|圖爾額爾克濟農|土伯特國|土默特|地方官|堂子|堪布|塞卜騰|塞外|壬午|壬子|外藩|外郎|多爾濟|多羅|多羅貝勒薄|大同|大學士|大將|大理寺|天潢|太和|太廟|婦張|孤山|孫家莊|孫思克|學士|學士壽鼐|學政|宗人府|宗室|密雲縣|實錄|將弁|少卿|尚書|居胥山|山東|山西|巡撫|工部|左侍郎|己卯|己酉|巴哈|巴林|巴爾珠爾|巴顏|布政使|布爾賽|布隆吉|常達里|平噶爾丹|庚戌|庚辰|府谷|康熙|廣東|廣東省|張仕|張家口|御史|德州|戊寅|戊申|成龍|戶口|戶部|扎卜|扎卜代|拉木扎卜來|按察使|掌院|提調|提鎮|揚古|摺|摺奏|敖漢喀爾|教習|文魁|旗漢|日噶爾丹|日綽什希巴|明珠|昭陵|時憲歷|暢春園|曹氏|朔|朔日|朝鮮國王|杜拉達爾漢|松津|格壘沽英|格格|楚庫爾戈|榆林|橫城口|正月|正月初一|正月初二|永陵|汗|江西|汪舒克|汪薇|沙克珠|河南|派拉木|浙江|海喇圖|湖北|滾布察罕|滿洲|瀚海|火牌|烏喇|烏蘇|狼山|王化行|王善|王永譽|王英|王諾內|王貝勒貝子|理藩|理藩院|甘肅|甲寅|畢噶爾丹|畢爾|癸丑|癸未|白克|白克率|白克白|白塔|白斌|白旗|盛中華|盛京|直隸|督撫|祖良|福建|福爾布|福陵|禛|禟|禩|科爾沁|科目|第巴|策妄|策旺諾爾布|統祖良|統領|統齊蘭布|綠旗兵|編旗隊|縣君婿|總兵|總督|總管|署主事|翁牛特|翰林院|肅州|胡土克圖|臧濟|自察罕扎|至噶爾丹|至寧夏|至寧夏之路|色冷|范承烈|荊州|萬邦溥|葉爾欽|蒙古|薩克薩|薩哈連|藩王|藩院|襲爵|西延綏|諸王|貝勒|貝勒公|貝勒貝子|貝子|貴州|軍功|軍政|軍政務|辛亥|辛巳|通政使|達巴漢|達海|達爾扎|達爾漢|達賴|邊至察罕扎|郎中|郝氏|郡王|部長|郭多里|郭爾羅斯|都察院|都御史|鄂克濟|鄂木布|里克|金戰勝|關外|阿山|阿巴|阿旺|阿海|阿濟爾汗|阿爾拜|阿玉|阿蘭泰|阿都海|阿齋|陜|陸德元|陸鳴|隆家丹濟|雲南|青海|領侍衛內|額林臣|鳴鳳妻|黑龍江|黑龍江兵|龍亭,321
1698,丁丑|丁未|七月|三十七年|三旗|三月|上林苑|丙午|丙子|丞金璽|中後所|中甸|丹津|乙亥|乙巳|九卿|九月|二月|五月|京城|代布|侍讀|侍郎|保和殿|保安|俞氏|允祉|允祺|允行|元旦|克爾蘇|內閣|八旗|八月|公|六月|冊封|刑科|勵杜訥|十一月|十二月|十月|協理|南巡|卿|厄魯特|台吉|右侍郎|司務|司官|吏部|周瞻|哈納|唐湖|喀爾喀會盟|喀爾喀阿霸|喇沁鎮|喇錫|喻成龍|噶爾丹|四月|固山|國公善|圖爾親|土默特|堂子|堂官|塞卜騰拉思倫|壬寅|壬申|外藩|多爾濟|多羅|多羅貝勒|大學士|太僕寺|太廟|太行山|奇爾賽|奉天|妻何氏|妻林氏|妻陳氏|子允祥|子牙河|孔子|孟根|學士|學政|安徽|宗人府|官缺|密雲縣|實錄|寧遠州|將軍薩布素|尚書班迪|尚書馬齊|尼哈番|山東|山海|崔家樓|巡撫|工部|工部侍郎|左侍郎|己酉|巴喇錫|巴林|布政使|布木諾|常綬|平和|平海|庚午|庚子|庚辰|府尹|庫勒訥|庫察城|康熙|廣東|廣西|張志棟|張旺|彭鵬|征噶爾丹|徐廷璽|恩都爾拜|戊寅|成龍|戶部|按察使|提督|敖漢|教官|文安|文晟|易州|易水|昭陵|時憲歷|暢春園|朔|朝鮮國王|朱習|李光地|李林盛|李桓|桑額|正月|武清|永陵|永陽|汗|江副將|江蘇|沅|沈勇|沙河|洪澤湖|浙江|淮揚|淮水|清江浦|清河|渾河|溫州|滇|滹沱河|滿|滿城縣|滿洲|漕河|漕運|漳河|烏斯藏|王|王公|王新命|王滿|王貝勒貝子|王鳴鳳|甲戌|甲辰|畢爾漢|癸卯|癸酉|盛京|直隸|督捕|知府|知縣|碩達爾漢巴|碩額|福建|福陵|禛|禟|禩|科爾沁|秦科爾沁|策妄|給事|總兵|總督|與爾叔噶爾丹|董安國|蒙古|蒙番|藩王|藩院|蘇赫納|諸王|講官|貝勒貝子|貝子|貴州|辛丑|辛未|迪來|通州|通政|運河|郡守|郡王|都察院|都御史|都督|鄂木布|鑲紅旗漢|鑲黃旗|開化|阿巴|阿蘭泰|陜|陝西|隆色|雜職|順天|順寧|順德|顏格隆|顧大學士|馮天惠為|高橋|高雷廉|鶴慶|黑龍江|齊海|齊理,251
1699,一瀟|丁卯|丁酉|七月|三十九年|三塔|三旗|三月|丙寅|丙申|中式|乙丑|乙未|九卿|九月|二月|二莊口|五月|京口|侍讀|侍郎|侯馬三奇|修撰|元旦|內閣|兩淮|八旗|八月|公|公普奇|公福|六月|兵部|兼禮部|冀州|刑部|十一月|十二月|十六年|十月|協理|南宮|南巡|南贛|卿|台吉|右侍郎|右衛|司官|吏部|吳江縣|周金然|哈密|哈納|喀喇沁|嚴我斯|四川|四年|四月|圜丘|土城|土默特|堂子|壬寅|壬戌|外藩|大學士|大理寺|太廟|妃|姜宸|子牙河|孔子|學士|安喀爾|安東|安科爾沁|完固口|官員督撫|宣化|實錄|寶泉局|射陽湖|將軍|少詹事|尚書熊|尚書馬齊|尹泰|尼哈番|山陽|巡撫|巡撫布雅|工部|左侍郎|左翼|己亥|己卯|己巳|巴林|巴顏|常寺卿|庚午|庚子|康熙|廣安鄉|廣總督|引見|張鵬|徐州|徐廷璽|徐潮|徐秉義為|御史|惠濟|戊戌|戊辰|成龍|戶口|戶部|扎木蘇|按察使|提督|提鎮|揚州|攔黃壩|攔黃壩灣|敏妃|敖漢|昂古|昭陵|時家馬頭|時憲歷|曲馬家港|朔|朝鮮國王|李光地|李彥|李興|李蟠|李輝|東壩|東館|桃源|楊氏|楊鳳起|楚省|正月|正紅旗|歸化城|歸衛之河|毛城|毛明安蘇|永清|永陵|江南|江浙|江西|江都|沙齊|河臣|泰州|洗馬|洪澤湖|浙江|淮|淮安|淮揚|淮水|清口|清河|湖南|湖口|湖廣|滏河|滹沱河|滿洲|滿篤為|漕糧|漕運|漳河|特旨|王|王德妻|王正|王氏|王紳|王車|田雯|由衛水|甲午|甲子|畢爾漢|癸酉|白旗|皇莊|直隸|知縣|碩端敏|碩純禧|碩達爾漢親|福陵|科爾沁|科爾沁奈曼|科道|穆塞妻|穆布|統喀齊|統瓦珥|統禪|經局|經廣宗鉅鹿|經河間|編修|總兵|總督|總督桑額|翁牛特|考官|考試|自山東|自廣平|自邱縣|臬|至獻縣|興化|蒙古|藍旗|藩王|蘇旦子|襲職|詹事|詹事府|諸王|貝勒貝子|起居注|辛丑|辛卯|辛未|運河|邱縣|邳州|郡王|部堂|部落|郭爾羅斯扎魯特|都察院|都御史|都統|鄉試|里海|錢法|閆留|阿思哈|陝西|陶岱|雅蘇|雲南|靜海縣|韓家莊|韓莊閘|順天|領侍衛內|顧穆親|高家堰|高灣|魏縣|魯伯赫|鹽城|鹽城山陽|鹿縣|默德|龍虎峪,272
1700,丁亥|七月|三十九年|三旗|三月|丙寅|丙申|丞|中式|中河|丹巴|乙丑|乙未|九卿|九月|事席爾達|二月|五月|伯阿席|侍衛|侍郎|傅繼祖|元旦|內閣|八旗|公|公蘇爾法|六月|兵部|刑部|劉國興|化家口|十一月|十二月|十月|協領|參將|參領|台吉|右侍郎|司同知|司官|司獄|司理|同州|吏部|唐希順|喀喇沁|單霸|嚴道|四品|四川|四月|國公善|土司|地方官|堂子|壬戌|壬辰|外藩|大使|大學士|太廟|妻陳氏|姜定國|學士|安徽|實錄|將張|將軍|將軍沙納海|將軍莽|尚書|尚書席爾達|尚書署|山東|巡撫|工科|工部|左侍郎|己丑|己未|巴喇錫|巴林|巴漢昂|布政使|布泰|庚寅|庚申|庚辰|康熙|廣東|張格|張睿奏|張霖|張鵬翮|從仲莊閘|御史|戊午|成都|戶口|戶部|扎什護|扎魯特|打箭爐|按察使|提督|提鎮|撥什庫|撫臣|敕書|敖漢喀喇沁|新河口|旺直|昭陵|時憲|暢春園|朔|朝鮮國王|朱都|李抗|李麟|杜臻|東郊|林營|格爾特妻|條奏|檢校|正月|正紅旗漢|正黃旗|武清|毛明安|永定河|永陵|汗|江南|江西|河北|河南|河官|河曲|河東|浙江|淮揚|淮揚道|淮水|淮黃交會|清口|溫達|滿洲|滿洲兵|漕米|漕糧|照磨|營官|特厄魯特|特木爾達|王|王新命|王謙|理藩|甘肅|甲午|甲子|癸亥|癸巳|白旗|盛京|監試|盧崇耀|直隸|直隸井陘|督撫|督糧道|知事|碣石|福建|福陵|禛|科爾沁|科臣|科道|穆哈|第巴|給事|統領|總兵|總督|總督桑額|翁牛特|胡土克圖|臬|舉人|范承烈|荊州|著桑額|董安國|蒙古|蔡村|藍旗|藩王|藩院|西陲|覆試|詹事|諸王|講官|護軍統|貝勒貝子|貝和諾|辛卯|辛酉|通判|通州|通政|通政使|運河|郡王|郭爾羅斯|都司|都御史|鄂爾齋|鄭惟孜|金修築|金應行|金衢|鑲紅旗|閱化家口|關氏|關督|陝總督席爾達|陝西|陶莊閘|青州|青海|駐防|高家堰|黑龍江|默德,240
1701,丁亥|丁巳|七月|丈頭村|三十四年|三屯|三月|世祖|丙戌|丙辰|乙卯|乙酉|九卿|九月|二月|五月|任風厚|伯海福|侍衛|侍講|侍郎|侯施|允祉|元旦|光祿|內閣|八旗|八月|公|公彭春|公鄂倫|六月|兵部|兼禮部|刑科|十一月|十二月|十月|協領|南苑|卿|厄魯特|台吉|右侍郎|吏科給|吏部|吳爾圖|吳赫為|哈納|哈里|喀喇沁|喀爾喀扎魯特|喇哈番|四十一年|四月|固山|土默特|堂子|塞外|壬午|壬子|壽鼐|外官|外藩|多羅平悼|多羅貝勒|多羅貝勒允|多羅貝勒胤|大學士|大理寺|大計|太廟|妻陳氏|孔子|學士|宗室|官馬士芳|宣化|察哈爾|實錄|將軍|少保|少傅|尼哈番|山東省|岔道|崔錫榮|巡撫|工部|己丑|己未|巴彥|巴林|布政使|常寺卿|平郡王|年遐齡|庚寅|庚申|康熙|廉羅道|廖氏|廣巡撫|廣東|廣東肇高|廣西|延慶州|引見|張英|張鵬|彭鵬|戊午|戊子|成泰慎|戶口|戶部|拖羅海|按察使|提督|揚古|撫臣|故大學士|敖漢扎賴|昌平|昭陵|時憲歷|暢春園|曾壽襲|朔|朝鮮國王|札賴|李光地|李光夏|李氏|李賢村|杜爾伯|杜爾伯特|楊福|正月|正黃旗|武生|武科|殷化行|毛明安科爾沁|永定河|永陵|汗|江西|沙城|沙爾丹|浙江|湖北|湖廣省|準朱魯麻哈達|漢軍副都統|灤陽|烏蘇|特貝子|王|王國昌|王熙|王繼文|王貝勒貝子|瓜爾察|甘肅|甲寅|甲申|畢喇之馬尼圖|癸丑|癸未|白旗|盛京|直隸|督糧道|知縣|石琳|碩額|福陵|禛|禩|科爾沁|穆素|第敖漢|管承寵|納素|納遜|給事|統魯伯黑|綽諾木|總兵|總督|翁牛特|翰林院|董元偉|蒙古|蔡蕙|蕭永藻|藍旗漢|藩王|襲爵|言官|詹事|詹事府|詹伯豸|諸王|講官|貝勒貝子|貝子|貴州|軍德倫|辛巳|遊擊|遵化|郎中|郡王|部落|郭爾果爾台|郭爾畢|郭爾羅斯四子|都察院|都御史|阿爾達爾畢|雲南|雷瓊道|領事|領侍衛內|魯伯黑,227
1702,丁丑|丁未|七月|三月|世子|世顯|丙子|丙辰|中黃鼎|丹巴|丹津|九卿|九月|二月|五月|伊德|伊道|何瓚遠|侍衛|侍讀|侍郎|保泰為|元旦|內閣|八旗|八月|公|六月|兵科|兵部|刑科|刑部|劉官|十一月|十二月|十月|南河|卿|厄爾德尼|厄魯特|參領|古北口|可虞應|台吉|右侍郎|吏部|吳涵|吳珍|吳甫生|吳達|唐胡村|喀喇沁|喀爾喀扎魯特|噶爾弼|四十一年|四十二年|四川|四月|固山|圜丘|土官|土默特|堂子|壬午|壬子|外藩|多爾濟|大學士|大理寺|太廟|奉天|妻沈氏|威寧|學士|學士賴|安徽|宗室|宣化|實錄|將穆廷|尚之隆|尚之隆行|尚書席爾達|尼哈番|居庸|山東|巡撫|工科|工部|左侍郎|左翼|己卯|己酉|巴林|巴氏|布政使|常舒為|庚戌|庚辰|府尹|康熙|廣州將|廣東|廣東道|廣西|張家口|張白村|張睿為|張鵬翮|徐州|徐氏|徐秉義|御史|戊寅|戊申|戶口|戶部|打箭爐|按察使|掌印|提督|提鎮|摺奏|敖漢|敦多布|旗漢|日講|易州|昭陵|時憲歷|景州|朔|朝鮮國王|本旗|朱穆秦|李光地|李芳述|桃源|檢討|正月|正藍旗|正黃旗|步軍統|歸化城|永城|永定河|永寧協|永陵|汗|汝弼|江南|江西|汶上|河南|浙江|清口|湖廣|溫憲|滿洲|滿篤為|漢軍都統|獻縣|玉來|王|王國昌|王國昌委官|王福|王觀|王鳳|甲寅|甲申|癸丑|癸未|登州|白旗|監生|監督|監貢|盧崇耀|直隸|知縣|石亭|碩額|福建|福陵|科爾沁|給事|統崇古禮|統滿丕為|統領|綠旗|編修|縉雲縣|縣檢橋|總兵|總督|總督巴錫|翰林|翰林院|考官|胡土克圖|胡安國|舒輅|苗蠻|苗首羅|荊南道|蒙古|薩海|藍旗|藍旗漢|藩王|藩院|蘇松|虞城|覺羅氏|計然|許嗣興|諸王|護軍統|貝勒貝子|貝和諾|貝子|貴州|貴州苗|起居注|辛亥|辛巳|郎中|都司|都察院|都御史|都統|鄉試|鄧應|鑲黃旗|關稅務|阜城|阿思哈|阿應|阿海|阿金|陝西|雲南|韓尹|順天|領侍衛內|領瓦爾大為|馮國|高雷廉,249
1703,丁丑|丁未|七月|三月|丙午|丙子|中式|丹津|乙亥|乙巳|九卿|九月|乾清門|二月|于準|五月|介休|何焯|佟騰雲妻|侍衛|傅氏|傅爾丹|允祉|允祺|元旦|八旗|八月|公|公傅爾丹|六月|刑部|劉含|勵杜訥|十一月|十二月|十月|博洛|卞永譽|古北口|古城|台吉|右侍郎|司官|吏部|哈納|喀喇沁|四十三年|四十二年|四川|四月|地方官|坡瀨噶山|垂基恭|城守|堂子|塞外|壬寅|壬申|夏光|外藩|多羅|多羅貝勒|大學士|大學士席|太原|太和殿|太宗|太廟|太祖|婦張|子刻|子時|孔子|孟津渡|孟縣|孟鎮|學士常壽|安徽|宋犖|宗人府|宿遷|實錄|尼哈番|山東|巡撫|巡撫喻|工部|左侍郎|己卯|巴克|巴林|巴漢昂|布政使|康熙|廣西|引見|張氏|張英|張鵬|張鵬翮|德州|戊申|成龍|戶口|戶部|扎魯特|按察使|提督|敖漢王|新安|新泰|昭陵|時憲歷|景仁宮|朔|朝鮮國王|李桓|根敦|格爾齊|桃源|桑額|正月|正紅旗|正賦|殿試|毛明安蘇|永陵|江南|江寧將|江蘇|江西|汪灝|沂州|河南|泰安|浙江|滿洲|滿漢大學士|漕米|漕運|熊賜履|狼山|王|王公|王國昌|王常寧|王福|甲戌|甲辰|癸卯|癸未|癸酉|登州|直隸|督撫|石琳|碩額|祁縣|福陵|禛|禩|科道|秦科爾沁|筆帖式|納木達克|縣湛泉|總兵|總督|總督桑額|舉人|蒙古|蕭氏|薩哈連妻|薩爾巴|藩王|蘇代|蘇隆來|行唐|裕親|襲爵|親王|許汝霖|詹事|諸王|貝勒貝子|貢士|貴州|辛丑|辛保去|辛未|進士|邳州|郡王|郯城|郵州|都察院|都御史|鄂羅舜|鄭家莊|里昂|鑲紅旗|阿山|雅爾幾岱|靈石縣|顏達|高家堰|齊達克齊,207
1704,一月|丁卯|丁酉|七月|三月|三河|丙申|中書|九卿|九月|乾清門|二月|五月|京師|伯霸圖|何顯|侍衛|侍衛拉錫|侍講|侍讀|侍郎|傅氏|元旦|光祿|內務府|內閣|八旗|八月|六月|兵部|兼禮部|刑部|初七|初九|初八|初四|勞之辨|十一日|十一月|十三日|十二月|十六日|十四日|十月|協領|南苑|卿|厄魯特|台吉|右侍郎|司馬光|吏部|喀爾喀多羅卓禮克圖|喀爾喀扎賴|四十三年|四十四年|四川|四月|固山|國公善|圖巴札卜|堂子|塞外|壬寅|壬申|外藩|多羅|多羅扎|多羅貝勒沙利|大學士|大理寺|大都|天台山|天津|太廟|子牙河|孔子|孝陵|學士|安徽|宋朝|實錄|寶坻縣|小泉|少卿|少詹事|尼哈番|山東|山西|山長|川東道|巡撫|左侍郎|左翼|己亥|己巳|巴喇錫來|巴塔|巴爾布|巴顏|布政使|常寺卿|庚午|庚子|庫爾滾|庫里|康熙|廣東|廣福樓|張大齡|彭鵬|得爾吉惠漢|御史|德木楚克來|戊戌|戊辰|托羅|按察使|摺|敖漢柰曼|文安|昭陵|時憲歷|普陀山|暢春園|曹超|朔|朔日|朝鮮國王|札陵|朱子|李光地|李枋|李錄予|杭州|松山|桓聘|楊村|正月|正紅旗|正黃旗|武格|殷特布|永陵|汗|沈辰垣|河南|河東|河源|洛昂|清明|湖北|湖南|滿|滿洲|漢軍副都統|爾班吐爾哈|爾班索羅謨|特阿霸|王|王九齡|王慶|王松齡|王頊齡|瑪旺|甘肅|甲子|甲申|畢至仁|畢達|癸酉|白旗|直隸|福建|福陵|科爾沁|簡莊理|總管馬思|翁牛特|翰林院|舒虎鼐|舒輅|蒙古|蔡升元|薩克圖|薩哈|藩王|蘭州|西札陵|西藩|許嗣興|詹事|詹事府|詹事陳元龍|諸王|講官|貝勒貝子|貝和諾|貝子|贛南道|起居注|車林敦羅布|辛丑|辛未|通州|運河|遵化|那氏|郎中|郎廷棟|郡王|都察院|都御史|都統|鄂爾多|鄂陵|鄂齊爾|阿克|阿思哈|阿畢|阿藍太以|雲南|霸昌道|青海|青縣|領侍衛內|顧魯希席|香河|高登|魏齊|黑龍江|齊蘇勒,232
1705,丁卯|七月|三公|三月|丙申|中山王|主事|乙丑|乙未|乙酉|九卿|九月|二月|五月|京口|佟世祿|侍衛|侍讀|侍郎|侯馬三奇|保安|俞章|傅士|元旦|內閣|八旗|八日|八月|公|六月|六部|兼禮部|刑部|副將|劉光|劉含|十一月|十二月|十月|南河|卿|厄魯特|厄魯特諸|古溝|台吉|吉林|同知|吏部|吳什等|吳爾德|吳爾袞|周敦|哈納|員外|喀爾喀兵|喇門噶山|嘉祥|嘉興府|四十四年|四品|四川|四月|國公|圖諾爾|圜丘|城外|堂子|塞外|壬戌|壬辰|外藩|多羅貝勒薄|多羅貝勒諾尼之子|大學士|大理寺|太僕寺|太廟|孔子|學士|學政|安徽|宋明之|宋犖|宗室|官穆廷|富青|實錄|將軍|少昊|少華之麓|尚之隆|尚書|尼哈番|崇明|嵇永仁|巡撫|工部|己丑|己未|巴林|布政使|庚寅|庚申|康熙|張廷樞|張志棟|張泰交|張玉書|張雲翼|張鵬|張鵬翮|徐州|徐潮|御史|懷來|戊戌|戴果|戶部|扎瑪克|扎薩克|按察使|提標|提督|新泰|施世綸|旗漢|昭陵|時憲歷|晏|暢春園|曼多羅達爾漢|朔|朝鮮國王|朱麻喇為|杜爾伯|松江|查富|檢討|正月|正紅旗|正賦|正途|正黃旗|殷扎納|永陵|汗爾莊|汝弼|江南|江寧將|江西|汪悟|汪氏|浙江|浙省|溧陽城|滿洲|烏闌諾爾|狼山|王|琉球|瑄|甲午|甲子|癸亥|癸巳|癸未|白旗|盛京|監候|直隸|知縣|福建|福陵|禩|秉中|科爾沁|科道|秦喀喇沁|管竭忠|米芾|納木扎|納木扎爾|統戴米|統拜音|統禪步|統達爾華|統鑲紅旗|編修|總兵|總督|翁牛特|翰林院|考選|考選科道|荊州|蒙古|藍旗|藩王|詹事|詹事府|諸王|豐司|貝勒貝子|貴州|赤山|辛卯|辛酉|達爾漢王|選司|選科道|郎中|郎主事|郡王|鄂克遜|鄂羅舜|金培生|鑲紅旗|鑲紅旗漢|阿山|阿思哈|雍州|零旺布|領侍衛內|頤命|頭村|駐防|高厚聞,227
